"_time","len0 speed1 Šmeralova.IN","len0 speed2 Šmeralova.IN","len0 speed3 Šmeralova.IN","len1 speed1 Šmeralova.IN","len1 speed2 Šmeralova.IN","len1 speed3 Šmeralova.IN","len2 speed1 Šmeralova.IN","len2 speed2 Šmeralova.IN","len2 speed3 Šmeralova.IN","len3 Šmeralova.IN","len0 speed1 Šmeralova3.OUT","len0 speed2 Šmeralova3.OUT","len0 speed3 Šmeralova3.OUT","len1 speed1 Šmeralova3.OUT","len1 speed2 Šmeralova3.OUT","len1 speed3 Šmeralova3.OUT","len2 speed1 Šmeralova3.OUT","len2 speed2 Šmeralova3.OUT","len2 speed3 Šmeralova3.OUT","len3 Šmeralova3.OUT","len0 speed1 Šmeralova.OUT","len0 speed2 Šmeralova.OUT","len0 speed3 Šmeralova.OUT","len1 speed1 Šmeralova.OUT","len1 speed2 Šmeralova.OUT","len1 speed3 Šmeralova.OUT","len2 speed1 Šmeralova.OUT","len2 speed2 Šmeralova.OUT","len2 speed3 Šmeralova.OUT","len3 Šmeralova.OUT","len0 speed1 Šmeralova2.OUT","len0 speed2 Šmeralova2.OUT","len0 speed3 Šmeralova2.OUT","len1 speed1 Šmeralova2.OUT","len1 speed2 Šmeralova2.OUT","len1 speed3 Šmeralova2.OUT","len2 speed1 Šmeralova2.OUT","len2 speed2 Šmeralova2.OUT","len2 speed3 Šmeralova2.OUT","len3 Šmeralova2.OUT"
"10/27/2024, 02:00:00 AM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"10/27/2024, 03:00:00 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10/27/2024, 04:00:00 AM",,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
"10/27/2024, 05:00:00 AM",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"10/27/2024, 06:00:00 AM",,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,
"10/27/2024, 07:00:00 AM",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"10/27/2024, 08:00:00 AM",3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
"10/27/2024, 09:00:00 AM",7,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,9,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"10/27/2024, 10:00:00 AM",8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1
"10/27/2024, 11:00:00 AM",12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
"10/27/2024, 12:00:00 PM",11,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"10/27/2024, 01:00:00 PM",5,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1
"10/27/2024, 02:00:00 PM",12,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,4,4,1,0,0,0,0,0,0,0,0
"10/27/2024, 03:00:00 PM",13,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,1
"10/27/2024, 04:00:00 PM",14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
"10/27/2024, 05:00:00 PM",13,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,5,9,0,0,1,0,0,0,0,0,1
"10/27/2024, 06:00:00 PM",9,2,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,1
"10/27/2024, 07:00:00 PM",10,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0
"10/27/2024, 08:00:00 PM",7,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"10/27/2024, 09:00:00 PM",11,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0
"10/27/2024, 10:00:00 PM",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0
"10/27/2024, 11:00:00 PM",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
"10/27/2024, 11:59:59 PM",3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,
