"_time","len0 speed1 Šmeralova.IN","len0 speed2 Šmeralova.IN","len0 speed3 Šmeralova.IN","len1 speed1 Šmeralova.IN","len1 speed2 Šmeralova.IN","len1 speed3 Šmeralova.IN","len2 speed1 Šmeralova.IN","len2 speed2 Šmeralova.IN","len2 speed3 Šmeralova.IN","len3 Šmeralova.IN","len0 speed1 Šmeralova3.OUT","len0 speed2 Šmeralova3.OUT","len0 speed3 Šmeralova3.OUT","len1 speed1 Šmeralova3.OUT","len1 speed2 Šmeralova3.OUT","len1 speed3 Šmeralova3.OUT","len2 speed1 Šmeralova3.OUT","len2 speed2 Šmeralova3.OUT","len2 speed3 Šmeralova3.OUT","len3 Šmeralova3.OUT","len0 speed1 Šmeralova.OUT","len0 speed2 Šmeralova.OUT","len0 speed3 Šmeralova.OUT","len1 speed1 Šmeralova.OUT","len1 speed2 Šmeralova.OUT","len1 speed3 Šmeralova.OUT","len2 speed1 Šmeralova.OUT","len2 speed2 Šmeralova.OUT","len2 speed3 Šmeralova.OUT","len3 Šmeralova.OUT","len0 speed1 Šmeralova2.OUT","len0 speed2 Šmeralova2.OUT","len0 speed3 Šmeralova2.OUT","len1 speed1 Šmeralova2.OUT","len1 speed2 Šmeralova2.OUT","len1 speed3 Šmeralova2.OUT","len2 speed1 Šmeralova2.OUT","len2 speed2 Šmeralova2.OUT","len2 speed3 Šmeralova2.OUT","len3 Šmeralova2.OUT"
"10/28/2024, 09:00:00 PM",25,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,2
"10/28/2024, 10:00:00 PM",9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0
"10/28/2024, 11:00:00 PM",4,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1
"10/29/2024, 12:00:00 AM",3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0
"10/29/2024, 01:00:00 AM",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1
"10/29/2024, 02:00:00 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
"10/29/2024, 03:00:00 AM",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"10/29/2024, 04:00:00 AM",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"10/29/2024, 05:00:00 AM",4,0,0,0,0,0,0,0,0,2,,,,,,,,,,,1,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0
"10/29/2024, 06:00:00 AM",11,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,1
"10/29/2024, 07:00:00 AM",42,2,0,3,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,13,6,0,0,1,0,0,0,0,0,0
"10/29/2024, 08:00:00 AM",120,1,0,12,0,0,0,0,0,10,2,0,0,1,0,0,1,0,0,2,10,0,0,1,0,0,0,0,0,21,8,0,0,2,0,0,0,0,0,0
"10/29/2024, 09:00:00 AM",80,1,0,8,0,0,0,0,0,14,5,0,0,1,0,0,0,0,0,4,23,0,0,2,0,0,0,0,0,17,13,0,0,3,1,0,1,0,0,1
"10/29/2024, 10:00:00 AM",85,0,0,7,0,0,0,0,0,9,5,0,0,2,0,1,2,0,0,6,23,0,0,4,0,0,0,0,0,14,19,0,0,0,0,0,0,0,0,1
"10/29/2024, 11:00:00 AM",65,1,0,9,0,0,0,0,0,3,4,0,0,2,1,0,0,1,0,8,16,0,0,3,0,0,0,0,0,13,12,0,0,4,1,0,0,0,0,2
"10/29/2024, 12:00:00 PM",77,0,0,5,1,0,0,0,0,7,4,0,0,5,0,0,1,0,0,4,29,0,0,2,0,0,0,0,0,10,27,0,0,5,0,0,0,0,0,1
"10/29/2024, 01:00:00 PM",53,0,0,4,0,0,1,0,0,5,3,0,0,4,0,0,1,0,0,3,30,0,0,4,0,0,0,0,0,14,18,0,0,3,0,0,0,0,0,1
"10/29/2024, 02:00:00 PM",57,1,0,6,0,0,0,0,0,8,3,0,0,5,1,0,0,0,0,6,44,0,0,5,0,0,2,0,0,11,18,0,0,1,0,0,0,0,0,3
"10/29/2024, 03:00:00 PM",51,0,0,5,0,0,0,0,0,4,12,0,0,2,1,0,1,0,0,4,33,0,0,4,0,0,0,0,0,18,15,1,0,4,0,0,0,0,0,1
"10/29/2024, 04:00:00 PM",41,0,0,1,0,0,0,0,0,8,11,0,0,1,1,0,1,0,0,12,42,1,0,0,0,0,0,0,0,9,21,0,0,2,0,0,0,0,0,0
"10/29/2024, 05:00:00 PM",51,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,1,0,0,3,48,0,0,4,0,0,0,0,0,9,19,0,0,1,0,0,0,0,0,3
"10/29/2024, 06:00:00 PM",33,1,0,2,0,0,0,0,0,2,3,0,0,3,1,0,0,0,0,2,41,0,0,3,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0
"10/29/2024, 07:00:00 PM",34,0,0,1,0,0,0,0,0,8,7,0,0,0,1,0,0,0,0,5,29,0,0,3,0,0,0,0,0,7,24,0,0,1,0,0,0,0,0,2
"10/29/2024, 08:00:00 PM",23,0,0,1,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,3,23,0,1,1,0,0,0,0,0,7,7,0,0,3,0,0,0,0,0,1
"10/29/2024, 09:00:00 PM",18,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,2,10,0,0,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
"10/29/2024, 10:00:00 PM",2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"10/29/2024, 11:00:00 PM",11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
"10/30/2024, 12:00:00 AM",6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"10/30/2024, 01:00:00 AM",4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"10/30/2024, 02:00:00 AM",4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0
"10/30/2024, 03:00:00 AM",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
"10/30/2024, 04:00:00 AM",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0
"10/30/2024, 05:00:00 AM",3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0
"10/30/2024, 06:00:00 AM",10,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1
"10/30/2024, 07:00:00 AM",41,1,1,6,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,6,9,0,0,3,0,0,0,0,0,2
"10/30/2024, 08:00:00 AM",129,2,0,14,0,0,0,0,0,10,2,0,0,1,0,0,0,0,0,2,14,0,0,1,0,0,0,0,0,17,8,0,0,1,0,0,0,0,0,1
"10/30/2024, 09:00:00 AM",105,1,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,41,0,0,2,0,0,0,0,0,20,9,0,0,2,0,0,0,0,0,0
"10/30/2024, 10:00:00 AM",76,0,0,2,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,7,23,0,0,1,0,0,1,0,0,7,18,0,0,1,0,0,0,0,0,3
"10/30/2024, 11:00:00 AM",46,0,0,4,0,0,0,0,0,5,3,0,0,5,1,0,0,0,0,2,23,0,0,3,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0
"10/30/2024, 12:00:00 PM",57,2,0,3,0,0,0,0,0,5,3,0,0,1,0,0,0,0,0,1,30,0,0,5,0,0,0,0,0,6,22,1,0,3,0,0,0,0,0,2
"10/30/2024, 01:00:00 PM",67,0,0,9,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,34,0,0,6,0,0,0,0,0,11,23,0,0,3,0,0,0,0,0,1
"10/30/2024, 02:00:00 PM",45,0,0,3,0,0,0,0,0,4,3,0,0,3,0,0,1,0,0,4,37,0,0,3,0,0,0,0,0,10,22,0,0,4,0,0,1,0,0,1
"10/30/2024, 03:00:00 PM",48,0,0,2,0,0,0,0,0,6,4,0,0,2,2,0,1,0,0,9,40,0,0,4,0,0,1,0,0,13,20,0,0,2,0,0,0,0,0,2
"10/30/2024, 04:00:00 PM",41,3,0,1,0,0,0,0,0,5,8,0,0,2,2,0,5,0,0,7,51,0,0,3,0,0,0,0,0,5,22,0,0,4,0,0,0,0,0,2
"10/30/2024, 05:00:00 PM",36,1,0,4,0,0,1,0,0,6,9,0,0,4,2,0,0,1,0,0,43,0,0,7,0,0,1,0,0,14,16,0,0,3,0,0,0,0,0,3
"10/30/2024, 06:00:00 PM",29,0,0,3,0,0,0,0,0,8,7,0,0,6,0,0,2,1,0,7,35,0,0,2,0,0,0,0,0,9,14,0,0,1,0,0,0,0,0,1
"10/30/2024, 07:00:00 PM",23,0,0,1,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,1,24,0,0,3,0,0,0,0,0,8,14,0,0,1,0,0,0,0,0,4
"10/30/2024, 08:00:00 PM",25,0,0,3,0,0,0,0,0,4,0,0,0,3,1,0,1,0,0,3,19,0,0,0,0,0,0,0,0,9,12,1,0,0,0,0,0,0,0,3
"10/30/2024, 09:00:00 PM",17,0,0,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,9,16,0,0,1,0,0,0,0,0,1
"10/30/2024, 10:00:00 PM",13,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,4,8,0,0,1,0,0,0,0,0,1
"10/30/2024, 11:00:00 PM",3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0
"10/31/2024, 12:00:00 AM",8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
"10/31/2024, 01:00:00 AM",6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10/31/2024, 02:00:00 AM",0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,
"10/31/2024, 03:00:00 AM",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2
"10/31/2024, 04:00:00 AM",4,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"10/31/2024, 05:00:00 AM",8,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,6,0,0,2,0,0,0,0,0,0
"10/31/2024, 06:00:00 AM",6,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0
"10/31/2024, 07:00:00 AM",37,0,0,6,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,6,6,0,0,1,0,0,0,0,0,17,5,0,0,1,0,0,0,0,0,0
"10/31/2024, 08:00:00 AM",150,1,0,7,1,0,0,0,0,7,6,0,0,3,1,0,0,0,0,4,27,1,0,4,0,0,0,0,0,17,14,1,0,3,0,0,0,0,0,2
"10/31/2024, 09:00:00 AM",113,2,0,9,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,2,30,0,0,3,0,0,0,0,0,17,10,0,0,1,0,0,0,0,0,1
"10/31/2024, 10:00:00 AM",86,1,0,8,1,0,0,0,0,6,3,0,0,2,1,0,0,0,0,3,33,0,0,3,0,0,0,0,0,14,24,0,0,1,0,0,0,0,0,2
"10/31/2024, 11:00:00 AM",54,2,0,5,0,0,0,0,0,4,3,0,0,1,1,0,0,0,0,7,30,0,0,1,0,0,0,0,0,10,15,0,0,2,0,0,0,0,0,2
"10/31/2024, 12:00:00 PM",54,3,0,9,0,0,0,0,0,6,5,0,0,6,1,0,1,0,0,5,41,0,0,1,0,0,0,0,0,7,7,0,0,2,0,0,0,0,0,0
"10/31/2024, 01:00:00 PM",59,0,0,6,0,0,0,0,0,4,4,0,0,5,1,0,1,0,0,4,35,0,0,4,0,0,0,0,0,13,12,0,0,3,0,0,0,0,0,3
"10/31/2024, 02:00:00 PM",65,1,0,9,1,0,0,0,0,9,9,0,0,1,1,0,1,0,0,9,35,0,0,4,0,0,0,0,0,17,25,0,0,5,0,0,0,0,0,3
"10/31/2024, 03:00:00 PM",65,0,0,6,1,0,0,0,0,4,9,0,0,6,1,0,4,0,0,7,43,0,0,5,0,0,0,0,0,11,28,0,0,1,0,0,0,0,0,1
"10/31/2024, 04:00:00 PM",63,1,0,6,0,0,0,0,0,8,9,0,0,2,0,0,1,0,0,10,67,0,0,6,0,0,1,0,0,14,21,0,0,2,0,0,0,0,0,3
"10/31/2024, 05:00:00 PM",70,0,0,3,0,0,1,0,0,11,12,0,0,2,0,0,2,0,0,9,59,0,0,7,0,0,0,0,0,14,23,0,0,5,0,0,0,0,0,1
"10/31/2024, 06:00:00 PM",42,1,0,2,0,0,0,0,0,3,8,0,0,2,0,0,1,0,0,5,52,0,0,2,0,0,0,0,0,19,20,0,0,1,0,0,0,0,0,1
"10/31/2024, 07:00:00 PM",50,1,1,2,0,0,0,0,0,2,6,0,0,6,1,0,1,0,0,6,45,0,0,3,0,0,0,0,0,15,15,0,0,2,0,0,0,0,0,3
"10/31/2024, 08:00:00 PM",22,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,2,17,0,0,1,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0
"10/31/2024, 09:00:00 PM",18,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,1,13,0,0,2,0,0,0,0,0,6,10,0,0,3,0,0,0,0,0,2
"10/31/2024, 10:00:00 PM",6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,2
"10/31/2024, 11:00:00 PM",4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0
"11/01/2024, 12:00:00 AM",5,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0,0,1,0,0,0,0,0,0
"11/01/2024, 01:00:00 AM",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,
"11/01/2024, 02:00:00 AM",4,0,0,0,0,0,0,0,0,1,,,,,,,,,,,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"11/01/2024, 03:00:00 AM",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"11/01/2024, 04:00:00 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11/01/2024, 05:00:00 AM",3,0,0,3,0,0,0,0,0,4,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,6,0,0,2,0,0,0,0,0,1
"11/01/2024, 06:00:00 AM",10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,1
"11/01/2024, 07:00:00 AM",32,0,0,3,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,13,4,0,0,1,0,0,0,0,0,0
"11/01/2024, 08:00:00 AM",167,3,0,10,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,5,31,0,0,1,0,0,0,0,0,21,23,1,0,4,0,0,0,0,0,2
"11/01/2024, 09:00:00 AM",205,1,0,8,0,0,0,0,0,12,6,0,0,3,3,0,1,0,0,5,34,0,0,1,0,0,0,0,0,15,30,0,0,4,0,0,0,0,0,4
"11/01/2024, 10:00:00 AM",143,1,0,14,0,0,0,0,0,5,11,0,0,7,0,0,2,0,0,15,38,0,0,2,0,0,1,0,0,10,45,0,0,5,0,0,0,0,0,1
"11/01/2024, 11:00:00 AM",85,1,0,6,1,0,0,0,0,7,7,0,0,4,1,0,0,0,0,9,18,0,0,2,0,0,0,0,0,13,36,0,0,2,0,0,0,0,0,2
"11/01/2024, 12:00:00 PM",76,0,0,12,1,0,0,0,0,7,10,0,0,5,0,0,1,0,0,7,46,0,0,2,0,0,0,0,0,12,25,1,0,2,0,0,0,0,0,1
"11/01/2024, 01:00:00 PM",79,3,0,8,0,0,1,0,0,1,8,0,0,1,0,1,2,1,0,7,55,0,0,4,0,0,1,0,0,7,26,1,0,3,0,0,0,0,0,2
"11/01/2024, 02:00:00 PM",69,2,0,0,0,0,1,0,0,7,11,0,0,8,1,0,2,1,0,10,54,0,0,4,0,0,0,0,0,12,15,1,0,4,0,0,0,0,0,2
"11/01/2024, 03:00:00 PM",47,2,0,7,0,0,2,0,0,10,7,0,0,2,0,0,2,0,0,8,63,0,0,8,0,0,2,0,0,14,22,0,0,6,0,0,0,0,0,3
"11/01/2024, 04:00:00 PM",48,0,0,6,2,0,0,0,0,10,7,0,0,5,1,0,2,0,0,14,64,0,0,6,1,0,0,0,0,13,22,1,0,4,0,0,0,0,0,0
"11/01/2024, 05:00:00 PM",47,1,0,6,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,4,44,0,0,2,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,2
"11/01/2024, 06:00:00 PM",28,0,0,5,0,0,0,0,0,1,5,0,0,2,0,0,3,0,0,5,41,0,0,0,0,0,0,0,0,9,12,0,0,1,0,0,0,0,0,1
"11/01/2024, 07:00:00 PM",15,0,0,1,0,0,0,0,0,3,1,0,0,3,0,0,2,0,1,1,15,0,0,1,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,2
"11/01/2024, 08:00:00 PM",6,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0
"11/01/2024, 09:00:00 PM",8,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0
"11/01/2024, 10:00:00 PM",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,1
"11/01/2024, 11:00:00 PM",3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"11/02/2024, 12:00:00 AM",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0
"11/02/2024, 01:00:00 AM",5,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1
"11/02/2024, 02:00:00 AM",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,
"11/02/2024, 03:00:00 AM",0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11/02/2024, 04:00:00 AM",2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11/02/2024, 05:00:00 AM",1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,
"11/02/2024, 06:00:00 AM",6,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"11/02/2024, 07:00:00 AM",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"11/02/2024, 08:00:00 AM",16,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0
"11/02/2024, 09:00:00 AM",17,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"11/02/2024, 10:00:00 AM",24,1,0,3,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,3,7,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
"11/02/2024, 11:00:00 AM",16,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
"11/02/2024, 12:00:00 PM",16,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,11,0,0,1,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0
